name,city,department,rental_possible_status,rental_possible_confidence,rental_positive_signals,rental_negative_signals,is_aggregator,aggregator_domain,missing_formal_fields,email_questions,contact,price_text,capacity_text,address,source_url,formal_extraction_status,formal_scrape_http_status
PLANNING,,78,unclear,low,,,no,yogamania.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0 8.579974 84; 0 327 000000; 025023 0000; 025581 0000; 026344 0000,,,,https://www.yogamania.fr/yogasite/wp-content/uploads/2025/09/Planning-VF2-PARIS-2025-2026.pdf,scraped,200
France,,91,unclear,low,,,yes,1001salles.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.1001salles.com/salle-de-formation-3-france-p.html,fetch_failed,
Le White,,94,unclear,low,,,yes,1001salles.com,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,contact@1001salles.com; 0309899298; +33 1 43 01 55 55; +33 1 41 53 05 06; +33 892 68 05 71; +33 1 49 74 88 88,,8000 m²; 4000 m²; 900m²; 1500 personnes,68 Rue Louis Ampère,https://www.1001salles.com/seminaire/61884-le-white.aspx,scraped,200
Walter Ivry,,94,unclear,low,,,yes,1001salles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,contact@1001salles.com; 0309899298; +33 6 16 59 08 55; +33 6 12 28 80 37; +33 1 80 91 80 80; +33 1 78 12 01 60,550 €; 300 €; 200 €,97m²; 40m²; 16m²; 17m²,53 Boulevard du Colonel Fabien,https://www.1001salles.com/seminaire/60592-walter-ivry.aspx,scraped,200
Ivrywood,,94,unclear,low,,,yes,1001salles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,contact@1001salles.com; 0309899298; +33 1 78 13 31 07; +33 1 46 70 17 17; +33 1 78 12 01 60,800 €; 200 €; 700 €; 300 €,100 m2; 300 m2; 600 m2; 700 m2,25 Rue Lénine,https://www.1001salles.com/seminaire/68064-ivrywood.aspx,scraped,200
Salle de conférence,,91,unclear,low,,,yes,1001salles.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.1001salles.com/salle-de-conference-3-france-p.html,fetch_failed,
Le Joyau de La Marne,,94,unclear,low,,,yes,1001salles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,contact@1001salles.com; 0309899298; +33 1 48 81 06 30; +33 892 23 37 63; +33 892 68 32 84; +33 1 48 72 51 98,75 €; 85 euros; 73 euros; 69 euros,630 m²; 300 personnes; 750 personnes; 660 m²,307 Avenue du Général de Gaulle Champigny-sur-Marne 94500 Situé à 1 km Hôtel Ibis Budget Noisy le Gra,https://www.1001salles.com/seminaire/le-joyau-de-la-marne.aspx,scraped,200
Hôtel du Port,,94,unclear,low,,,yes,1001salles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,contact@1001salles.com; 0309899298; +33 6 51 16 95 70; +33 1 48 72 77 07; +33 1 78 12 01 60,450 €; 500 €; 800 €; 000 €,40m2; 60m2; 180 m2; 200 personnes,8 rue du port,https://www.1001salles.com/seminaire/hotel-du-port-nogent.aspx,scraped,200
Centre de soin et détente à Saint-Maur-des-Fossés (94),,94,unclear,low,,,yes,funbooker.com,"adresse précise, contact",Confirmer adresse précise; Confirmer contact; Demander explicitement si une location/privatisation de salle est possible.,,60 €; 95 €; À partir de 60 €; 49 € / personne,4 pers,,https://www.funbooker.com/fr/annonce/centre-de-soin-et-detente-a-saint-maur-des-fosses-94/voir,scraped,200
Centres de bien-être,,94,unclear,low,,,yes,funbooker.com,"adresse précise, contact",Confirmer adresse précise; Confirmer contact; Demander explicitement si une location/privatisation de salle est possible.,,dès 12€; 60 € / personne; 60 €; 160 € /,2 personnes,,https://www.funbooker.com/fr/category/beaute-et-bien-etre,scraped,200
En entreprise,,78,unlikely,medium,,cours de yoga,no,yogamania.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,contact@yogamania.fr; 0370370370; 06 87 53 03 09,,,5 impasse Duplessis 78000 Versailles 06 87 53 03 09 contact@yogamania.fr Accueil Mentions légales Co,https://www.yogamania.fr/en-entreprise/,scraped,200
Conditions générales d’abonnement,,78,unlikely,high,,abonnement; cours de yoga,no,yogamania.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,contact@yogamania.fr; 0370370370; 06 87 53 03 09,,,5 impasse Duplessis 78000 Versailles 06 87 53 03 09 contact@yogamania.fr Accueil Mentions légales Co,https://www.yogamania.fr/infos-pratiques/conditions-generales-dabonnement/,scraped,200
Blog,,78,unlikely,medium,,cours de yoga,no,yogamania.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,contact@yogamania.fr; 0370370370; 06 87 53 03 09,,,5 impasse Duplessis 78000 Versailles 06 87 53 03 09 contact@yogamania.fr Accueil Mentions légales Co,https://www.yogamania.fr/blog/,scraped,200
Tarifs,,78,unlikely,medium,,cours de yoga,no,yogamania.fr,capacité,Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,contact@yogamania.fr; 0370370370; 06 87 53 03 09,15€; 53 €; 525 €; 14€,,50 cours Sélectionner la formule Carte Liberté Carte Solidaire Étudiants et quotient familial Niv 1,https://www.yogamania.fr/tarifs/,scraped,200
Les centres Yogamania,,78,unlikely,medium,,cours de yoga,no,yogamania.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,contact@yogamania.fr; 0370370370; 06 87 53 03 09,,,100 cours par semaine Un espace de réservation en ligne 24h/24,https://www.yogamania.fr/les-centres-yogamania/,scraped,200
Conseils avant de venir,,78,unlikely,medium,,cours de yoga,no,yogamania.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,contact@yogamania.fr; 0370370370; 06 87 53 03 09,,,5 impasse Duplessis 78000 Versailles 06 87 53 03 09 contact@yogamania.fr Accueil Mentions légales Co,https://www.yogamania.fr/conseils-avant-de-venir/,scraped,200
Paris,,78,unlikely,medium,,cours de yoga,no,yogamania.fr,capacité,Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,contact@yogamania.fr; 0370370370; 06 87 53 03 09,15€; 25 euros; à partir de 595€; 225€,,3 cours découverte différents au tarif de 36€. Cartes de cours pour les adhérents à jour de leur c,https://www.yogamania.fr/paris/,scraped,200
Ateliers & Formations,,78,unlikely,medium,,cours de yoga,no,yogamania.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,contact@yogamania.fr; 0370370370; 06 87 53 03 09,,,5 impasse Duplessis 78000 Versailles 06 87 53 03 09 contact@yogamania.fr Accueil Mentions légales Co,https://www.yogamania.fr/stages-ateliers/,scraped,200
Cours en ligne (en direct ou en replay),,78,unlikely,medium,,cours de yoga,no,yogamania.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,contact@yogamania.fr; 0370370370; 06 87 53 03 09,,,5 impasse Duplessis 78000 Versailles 06 87 53 03 09 contact@yogamania.fr Accueil Mentions légales Co,https://www.yogamania.fr/cours/cours-en-ligne-zoom-et-replay-2/,scraped,200
Qui sommes-nous,,78,unlikely,medium,,cours de yoga,no,yogamania.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Vérifier s’ils louent réellement une salle à des tiers ; le site ressemble à des cours/abonnements plutôt qu’à une location.,contact@yogamania.fr; 0370370370; 06 87 53 03 09,,,5 impasse Duplessis 78000 Versailles 06 87 53 03 09 contact@yogamania.fr Accueil Mentions légales Co,https://www.yogamania.fr/qui-sommes-nous/,scraped,200
Télécharger notre brochure,,77,unclear,low,,,no,seineetmarne.cci.fr,"adresse précise, prix",Confirmer adresse précise; Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,0 595.5000 84,,7m2,,https://www.seineetmarne.cci.fr/sites/default/files/2026-06/Brochure%20-%20Espace%20Location%20Salles.pdf,scraped,200
Espace groupe,,94,unclear,low,,,no,tourisme-valdemarne.com,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,resa@tourisme-valdemarne.com; 01 55 09 16 22; 01 55 09 30 73,,,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/espace-groupes,scraped,200
La Maison des Arts,,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33181893366; +33688497347,À partir de 50 €; À partir de 265 €; À partir de 120 €,750 pers; 000 m²; 150 places; 400 places,1 place Jane Rhodes 92350 Le Plessis-Robinson Voir le plan Accès en transports publics Depuis le P,https://www.abcsalles.com/lieu/la-maison-des-arts,scraped,200
partie Pro/Presse,,94,unclear,low,,,no,tourisme-valdemarne.com,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,01 55 09 16 20,,,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/espace-pro/,scraped,200
La Table des Artistes,,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33146350776; +33620212973; 0750103021; 0742490490,Dès 80 €; Dès 40 €; 00 €; 000 €,220 m²; 150 pers; 80 personnes; 20 m²,1 rue Alexis Séon 92400 Courbevoie Voir le plan Accès en transports publics RER A: gare de La Dé,https://www.abcsalles.com/lieu/la-table-des-artistes,scraped,200
Location de château Hauts-de-Seine,,92,unclear,low,,,yes,abcsalles.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0100606065; 0171661377; 0143051147; 0114440918; 0762939453,,,,https://www.abcsalles.com/location-de-chateau-2_hauts-de-seine_d.html,scraped,200
Ile-de-France,,94,unclear,low,,,yes,1001salles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,contact@1001salles.com; 0309899298; +33 1 78 12 01 60; +33 1 60 25 62 69; +33 1 84 79 95 42; +33 1 48 81 06 30,dès 22 €; 500 €; dès 85 €; dès 35 €,50m²; 600 personnes; 250 personnes; 200 personnes,"11 rue Maurice Grandcoing""",https://www.1001salles.com/salle-de-conference-3-ile-de-france-r.html,scraped,200
entreprise désireuse d’organiser un séminaire,,94,unclear,low,,,no,tourisme-valdemarne.com,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,01 55 09 16 20,,,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/espace-pro/seminaires-et-receptions-pro/,scraped,200
Location de péniche Hauts-de-Seine,,92,unclear,low,,,yes,abcsalles.com,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,0100606065; 0171661377; 0143051147; 0114440918; 0762939453,À partir de 1980€; À partir de 1200€; À partir de 2500€,70 pers; 40 personnes; 60 personnes; 100 m²,,https://www.abcsalles.com/location-de-peniche-2_hauts-de-seine_d.html,scraped,200
Le Manoir Loft 92,,92,unclear,low,,,yes,abcsalles.com,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,01.59.30.48.06; +33612841838; 0936197004; +33159304806; 0877236732,Dès 1300 €; 300 €; 30€; 225€,180 m²; 110 pers; 25 m²; 25 personnes,,https://www.abcsalles.com/lieu/manoir-loft-92,scraped,200
Restaurant 28,,94,possible,medium,location de salle; location de salles,,yes,tourisme-valdemarne.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 55 09 16 20,,,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/cote-pratique/restaurants-et-lieux-de-receptions/location-de-salles-et-reception/irisit/activites/restaurant/,scraped,200
Salle de réception Hauts-de-Seine,,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33673708575; 01.59.30.49.09; +33603050960; 01.59.30.47.93; +33671800280,À partir de 260€; À partir de 80€; 40€ / pers; À partir de 1500€,750 pers; 390 pers; 130 pers; 1500 m²,200 allée de Corse,https://www.abcsalles.com/salle-de-reception-2_hauts-de-seine_d.html,scraped,200
Salle de réunion Hauts-de-Seine,,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33673708575; 01.59.30.49.09; +33603050960; 01.59.30.47.93; 0461871025,À partir de 80€; 40€ / pers; À partir de 1500€; 25€ / pers,750 pers; 150 pers; 80 personnes; 70 pers,5 rue Maurice Thorez\u003C\u002Fb,https://www.abcsalles.com/salle-de-reunion-2_hauts-de-seine_d.html,scraped,200
Deutsch,,92,unclear,low,,,yes,lesite.izyshow.com,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,bouncingwall.paris@gmail.com; contact.tsmgo@gmail.com; 0833741218; 0226690365,40 €,200 m²; 56 m²,,https://lesite.izyshow.com/de/listings/2040369-salle-de-theatre,scraped,200
Animations musicales 21,,94,possible,medium,location de salle; location de salles,,yes,tourisme-valdemarne.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 55 09 16 20,,,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/cote-pratique/restaurants-et-lieux-de-receptions/location-de-salles-et-reception/irisit/activites/animations-musicales/,scraped,200
accessibilité,,92,unclear,low,,,yes,directsalles.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,http://www.directsalles.com/accessibilite,scraped,200
Contact,,92,possible,medium,louer une salle; salle à louer,,yes,directsalles.com,"contact, prix, capacité","Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,1 place Jean Millier 92084 Paris La Défense Cedex ol { display:block,http://www.directsalles.com/contact/,scraped,200
Créer un compte,,92,unclear,low,,,yes,directsalles.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,http://www.directsalles.com/compte/inscription,scraped,200
Connexion,,92,possible,medium,louer une salle; salle à louer,,yes,directsalles.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,http://www.directsalles.com/compte/connexion,scraped,200
Traiteur 12,,94,possible,medium,location de salle; location de salles,,yes,tourisme-valdemarne.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 55 09 16 20,,,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/cote-pratique/restaurants-et-lieux-de-receptions/location-de-salles-et-reception/irisit/activites/traiteur/,scraped,200
Recherche de lieux,,92,possible,medium,salle à louer,,yes,directsalles.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,http://www.directsalles.com/lieu/recherche/,scraped,200
Tennis 5,,94,possible,medium,location de salle; location de salles,,yes,tourisme-valdemarne.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 55 09 16 20,,,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/cote-pratique/restaurants-et-lieux-de-receptions/location-de-salles-et-reception/irisit/activites/tennis/,scraped,200
Piscine 4,,94,possible,medium,location de salle; location de salles,,yes,tourisme-valdemarne.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 55 09 16 20,,,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/cote-pratique/restaurants-et-lieux-de-receptions/location-de-salles-et-reception/irisit/activites/piscine/,scraped,200
Suivant »,,94,possible,medium,location de salle; location de salles,,yes,tourisme-valdemarne.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 55 09 16 20,,,"15 rue Gustave Eiffel""",https://www.tourisme-valdemarne.com/cote-pratique/restaurants-et-lieux-de-receptions/location-de-salles-et-reception/page/2/,scraped,200
Référencer un lieu,,92,unclear,low,,,yes,directsalles.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,http://www.directsalles.com/lieu/referencement/,scraped,200
Lieux en location,,92,possible,medium,louer une salle; salle à louer,,yes,directsalles.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,http://www.directsalles.com/lieu/,scraped,200
Espace Utilisateur,,92,possible,medium,louer une salle; salle à louer,,yes,directsalles.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,http://www.directsalles.com/compte/,scraped,200
Location de salle de réunion,,94,possible,medium,location de salle,,yes,1001salles.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.1001salles.com/salle-de-reunion-3-france-p.html,fetch_failed,
La salle,,95,possible,medium,salle à louer,,yes,pavillon-napoleon.fr,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",06 29 67 78 23,,200 m²; 100 personnes,10 Rue Jules Verne 95320 Saint-Leu-la-Forêt 06 29 67 78 23 Afficher le numéro Facebook Twitter Em,https://www.pavillon-napoleon.fr/salle-a-louer-a-saint-leu-la-foret.html,scraped,200
Photos,,95,possible,medium,salle à louer,,yes,pavillon-napoleon.fr,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",06 29 67 78 23,,100 personnes; 200 m²,10 Rue Jules Verne 95320 Saint-Leu-la-Forêt 06 29 67 78 23 Afficher le numéro Facebook Twitter Em,https://www.pavillon-napoleon.fr/photos-salle-a-louer-a-saint-leu-la-foret.html,scraped,200
Contact,,95,unclear,low,,,yes,pavillon-napoleon.fr,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,06 29 67 78 23,,100 personnes; 200 m²,10 Rue Jules Verne 95320 Saint-Leu-la-Forêt 06 29 67 78 23 Afficher le numéro Facebook Twitter Em,https://www.pavillon-napoleon.fr/devis-location-salle-a-saint-leu-la-foret.html,scraped,200
"Réunions, formations, séminaires",,75,possible,medium,espace à louer/privatiser,,no,le8petion.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://le8petion.com/espace-a-louer-evenement-professionnel-paris11/,scraped,200
salles à louer,,95,possible,medium,salle à louer,,yes,pavillon-napoleon.fr,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",06 29 67 78 23,,200 m²; 100 m²; 130 personnes; 150 m²,10 Rue Jules Verne 95320 Saint-Leu-la-Forêt 06 29 67 78 23 Afficher le numéro Facebook Twitter Em,https://www.pavillon-napoleon.fr/salle-a-louer-val-d-oise.html,scraped,200
Salle à louer Taverny,,95,possible,medium,salle à louer,,yes,pavillon-napoleon.fr,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",06 29 67 78 23,,200 m²; 100 m²; 130 personnes; 150 m²,10 Rue Jules Verne 95320 Saint-Leu-la-Forêt 06 29 67 78 23 Afficher le numéro Facebook Twitter Em,https://www.pavillon-napoleon.fr/salle-a-louer-taverny.html,scraped,200
CGR Nanterre,,92,unclear,low,,,yes,abcsalles.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.abcsalles.com/lieu/cgr-nanterre,fetch_failed,
Location de salle en semaine,,75,possible,medium,location de salle,,yes,le8petion.com,"adresse précise, contact, prix","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,28 m²,,https://le8petion.com/location-salle-professionnelle-semaine-paris-11/,scraped,200
Salle à louer Saint-Leu-la-Forêt,,95,possible,medium,salle à louer,,yes,pavillon-napoleon.fr,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",06 29 67 78 23,,100 m²; 200 m²; 130 personnes; 150 m²,10 Rue Jules Verne 95320 Saint-Leu-la-Forêt 06 29 67 78 23 Afficher le numéro Facebook Twitter Em,https://www.pavillon-napoleon.fr/salle-a-louer-saint-leu-la-foret.html,scraped,200
Salle à louer Cergy-Pontoise,,95,possible,medium,salle à louer,,yes,pavillon-napoleon.fr,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",06 29 67 78 23,,200 m²; 100 m²; 130 personnes; 150 m²,10 Rue Jules Verne 95320 Saint-Leu-la-Forêt 06 29 67 78 23 Afficher le numéro Facebook Twitter Em,https://www.pavillon-napoleon.fr/salle-a-louer-cergy-pontoise.html,scraped,200
Salle à louer Argenteuil,,95,possible,medium,salle à louer,,yes,pavillon-napoleon.fr,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",06 29 67 78 23,,150 m²; 200 m²; 100 m²; 130 personnes,10 Rue Jules Verne 95320 Saint-Leu-la-Forêt 06 29 67 78 23 Afficher le numéro Facebook Twitter Em,https://www.pavillon-napoleon.fr/salle-a-louer-argenteuil.html,scraped,200
Salle à louer Franconville,,95,possible,medium,salle à louer,,yes,pavillon-napoleon.fr,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",06 29 67 78 23,,200 m²; 100 m²; 130 personnes; 150 m²,10 Rue Jules Verne 95320 Saint-Leu-la-Forêt 06 29 67 78 23 Afficher le numéro Facebook Twitter Em,https://www.pavillon-napoleon.fr/salle-a-louer-franconville.html,scraped,200
Évènementiel,,75,unclear,low,,,no,le8petion.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0955553481,,,,https://le8petion.com/espace-ephemere/,scraped,200
Domaine de la Nacelle,,95,unclear,low,,,yes,1001salles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,contact@1001salles.com; 0309899298; +33 6 74 17 63 10; +33 1 78 12 01 60,400 €; 00 €; à partir de 600€,156 personnes; 300m²; Capacité : 10,"11 rue Maurice Grandcoing""",https://www.1001salles.com/seminaire/domaine-de-la-nacelle.aspx,scraped,200
Le Château d’Aveny,,95,unclear,low,,,yes,1001salles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,contact@1001salles.com; 0309899298; +33 6 13 72 44 17; +33 2 32 52 06 81; +33 1 78 12 01 60,00 €; 110€ par personne,220 personnes; 220 places; 221m²; 104m²,1 rue Pavée,https://www.1001salles.com/seminaire/63033-le-chateau-d-aveny.aspx,scraped,200
Domaine des Cormellas,,95,unclear,low,,,yes,1001salles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,contact@1001salles.com; 0309899298; +33 6 15 01 04 87; +33 1 34 67 77 77; +33 1 78 12 01 60,950 €; 550 €; 650 €; 350 €,275 m²; 300 m²; 400 m²; 235 m²,"11 rue Maurice Grandcoing""",https://www.1001salles.com/seminaire/domaine-des-cormellas.aspx,scraped,200
Le Concept Réception,,95,unclear,low,,,yes,1001salles.com,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,contact@1001salles.com; 0309899298; +33 6 72 86 40 02; +33 9 67 39 57 36; +33 1 78 12 01 60,,900 m²; 510 m²; 539 personnes; 36 m²,4 rue de la croix Vigneron,https://www.1001salles.com/seminaire/le-concept-reception.aspx,scraped,200
Salles de Conférence,,92,possible,medium,location de salle,,yes,kactus.com,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",hello@kactus.com; 01 84 80 92 92; +33184809292,,20 personnes; 500 participants; 135m2; 150 personnes,5 Bd Poniatowski,https://www.kactus.com/fr/cat/lieux/conference,scraped,200
Nos tarifs pour la location de salle professionnelle,,75,possible,high,location de salle; salle à louer,,no,le8petion.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://le8petion.com/tarifs/,scraped,200
Salles de Formation à Lyon,,92,unclear,low,,,yes,kactus.com,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,hello@kactus.com; 01 84 80 92 92; +33184809292,,50 personnes; 35 m²; 110 m²; 300 m²,213 Rue de Gerland batiment g2,https://www.kactus.com/fr/cat/lieux/formation/lyon,scraped,200
Salles de Réunion,,92,possible,medium,location de salle,,yes,kactus.com,"adresse précise, prix, capacité","Confirmer adresse précise; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",hello@kactus.com; 01 84 80 92 92; +33184809292,,,,https://www.kactus.com/fr/cat/lieux/reunion,scraped,200
Salles de Formation,,92,unclear,low,,,yes,kactus.com,prix,Confirmer prix; Demander explicitement si une location/privatisation de salle est possible.,hello@kactus.com; 01 84 80 92 92; +33184809292,,8 personnes; 75m2; 15m2; 30 personnes,25 Av. de la République,https://www.kactus.com/fr/cat/lieux/formation,scraped,200
Salles de Réunion à Lyon,,92,possible,medium,location de salle,,yes,kactus.com,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",hello@kactus.com; 01 84 80 92 92; +33184809292,,65M2; 40 personnes; 800 m²; 265 personnes,5 Rue Fénelon,https://www.kactus.com/fr/cat/lieux/reunion/lyon,scraped,200
Location de salle,,92,possible,medium,location de salle,,yes,snapevent.fr,"adresse précise, prix, capacité","Confirmer adresse précise; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,,,,https://www.snapevent.fr/location-de-salle,scraped,200
