name,city,department,is_aggregator,aggregator_domain,missing_formal_fields,email_questions,contact,price_text,capacity_text,address,source_url,formal_extraction_status,formal_scrape_http_status
Réserver une salle,Montrouge,92,no,ville-montrouge.fr,"adresse précise, capacité",Confirmer adresse précise; Confirmer capacité,0653186453; 011620.0686; 01 46 12 76 76,88 €; 01 €; 34 €; 17 €,,,https://www.ville-montrouge.fr/834-reserver-une-salle.htm,scraped,200
Salle des fêtes à Arcueil,Arcueil,94,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Allée des Sophoras 94110 Arcueil,https://www.pagesjaunes.fr/annuaire/arcueil-94/salle-des-fetes,fetch_failed,
2 studios disponibles (100 et 200 m2) à la location pour vos cours ...,Châtillon,92,no,facebook.com,"adresse précise, prix",Confirmer adresse précise; Confirmer prix,0212733848; 0391788200; 0728690136; 0832147598; 0857723951,,200 m2,,https://www.facebook.com/groups/257289725206307/posts/2048694486065813,scraped,200
"Local de répétition / Location, recherche à Gentilly (94250)",Gentilly,94,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue de la Div du General Leclerc 94250 Gentilly,https://www.spectable.com/gentilly-94250/petites-annonces/local-de-repetition/n_2648-l_17842.php,fetch_failed,
Dojo de Paris,Montrouge,92,no,dojodeparis.com,prix,Confirmer prix,88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; 0549999999; 0199999995; 0999999998; 0943999999; 0475199999,,400 places; 1750m2; 676m2,"25 Avenue de la Porte de Châtillon""}} {""@context"":""https://schema.org/""",https://www.dojodeparis.com,scraped,200
Location de salles à Gentilly (94),Gentilly,94,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Allée des Platanes 94250 Gentilly,https://www.pagesjaunes.fr/annuaire/gentilly-94/location-de-salles,fetch_failed,
Best Dance Studios in Gentilly,Gentilly,94,yes,classpass.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://classpass.com/search/gentilly/dance-classes/5bbAE2tRm7d,fetch_failed,
[PDF] LOCATION DE STUDIOS À PARIS ET PROCHE BANLIEUE,Montrouge,92,no,cnd.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,0 205 000000; 015714 0000; 015693 0000; 015831 0000; 021680 0000,,,,https://www.cnd.fr/fr/file/file/612,scraped,200
La nouvelle Maison de quartier des Châtillons se dévoile ! Hall ...,Châtillon,92,no,facebook.com,"adresse précise, prix",Confirmer adresse précise; Confirmer prix,0491689640; 0834862003; 0391788200; 0728690136; 0832147598,,4 personnes,,https://www.facebook.com/villereims/posts/la-nouvelle-maison-de-quartier-des-ch%C3%A2tillons-se-d%C3%A9voile-hall-salles-dactivit%C3%A9-s/562985192752269,scraped,200
Lieu : Maison des Associations,Montrouge,92,no,lalecheleague.fr,capacité,Confirmer capacité,0281387668,25€; 5€; 10€; 20€,,105 avenue Aristide Briand (N20) 92120 Montrouge Salle N°15,http://lalecheleague.fr/montrouge/lieu,scraped,200
Maison Yoga,Gentilly,94,no,clients.mindbodyonline.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Allée des Grandes Maisons 94250 Gentilly,https://clients.mindbodyonline.com/classic/home?studioid=5739055,fetch_failed,
HATHA YOGA Châtillon,Châtillon,92,no,facebook.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,0834862003; 0391788200; 0728690136; 0832147598; 0857723951,,,,https://www.facebook.com/100076340731541?locale=cy_GB,scraped,200
Maison des Jeunes et de la Culture Chamonix,Gentilly,94,no,en.chamonix.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Allée des Grandes Maisons 94250 Gentilly,https://en.chamonix.com/salle-de-spectacles-concerts/maison-des-jeunes-et-de-la-culture,scraped,200
Louer la Salle Europa de la MJC Rive Gauche,Gentilly,94,no,rouen.fr,adresse précise,Confirmer adresse précise,rouen.sallesdva@rouen.fr; 02 35 08 88 51; 02 32 81 53 60,51 €; 95 €; 154 € journée; 307 €,150 personnes,,https://rouen.fr/fr/mjc-rive-gauche-salle-europa,scraped,200
Cours de danse à Villejuif (94),Villejuif,94,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue Camille Desmoulins 94800 Villejuif,https://www.pagesjaunes.fr/annuaire/villejuif-94/danse-cours,fetch_failed,
"Local de répétition / Location, recherche à Villejuif (94800)",Villejuif,94,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Avenue de la Division Leclerc 94800 Villejuif,https://www.spectable.com/villejuif-94800/petites-annonces/local-de-repetition/n_2648-l_17878.php,fetch_failed,
Rent DOJO 5 SALLE 2 Paris,Gentilly,94,no,spacebase.com,prix,Confirmer prix,0301110391,,50m²,Allée René Cassin 94250 Gentilly,https://www.spacebase.com/en/venue/salle-2-1056508,scraped,202
Aménagement du studio de yoga Yoga'n'Move,Villejuif,94,no,isospace.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.isospace.fr/realisations/studio-de-yoga-yognmove,fetch_failed,
Siège social,Montrouge,92,yes,annuaire-entreprises.data.gouv.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://annuaire-entreprises.data.gouv.fr/etablissement/52857543400055,fetch_failed,
Location salle à 94800 Villejuif,Villejuif,94,no,kiwiiz.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue Jules Vallés 94800 Villejuif,https://www.kiwiiz.fr/location-particuliers/salle/salle-reception/94800-villejuif,fetch_failed,
Cours yoga à Villejuif (94),Villejuif,94,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Allée des Fleurs 94800 Villejuif,https://www.pagesjaunes.fr/annuaire/villejuif-94/yoga-lecons,fetch_failed,
I,Arcueil,94,no,i-flow.fr,"prix, capacité",Confirmer prix; Confirmer capacité,06 22 11 85 89; 0666666666; 0999999999; 0263157894; 0526315789,,,24 Av. Vladimir Ilitch Lenine,https://www.i-flow.fr,scraped,200
Location magnifique salle neuve pour stage et formation,Villejuif,94,no,yogmee.fr,"prix, capacité",Confirmer prix; Confirmer capacité,yognmove@gmail.com; 0577978450; 0676524204,,,76 Avenue de Paris 94800 villejuif France Caractéristiques Situation 48.8011871,https://www.yogmee.fr/salles/location-magnifique-salle-neuve-pour-stage-et-formation,scraped,200
Salle des fêtes à Villejuif (94),Villejuif,94,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Allée des Fleurs 94800 Villejuif,https://www.pagesjaunes.fr/annuaire/villejuif-94/salle-des-fetes,fetch_failed,
Location de salles à Villejuif (94),Villejuif,94,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Allée des Fleurs 94800 Villejuif,https://www.pagesjaunes.fr/annuaire/villejuif-94/location-de-salles,fetch_failed,
[PDF] PRATIQUE,Gentilly,94,no,ville-gentilly.fr,"adresse précise, prix",Confirmer adresse précise; Confirmer prix,010453 0000; 010569 0000; 010598 0000; 025927 0000; 033770 0000,,2M2,,https://www.ville-gentilly.fr/sites/default/files/guidevieassociative.pdf,scraped,200
Ville de Villejuif: Associations,Villejuif,94,yes,villejuif.fr,"prix, capacité",Confirmer prix; Confirmer capacité,01 86 93 31 40; 01 45 59 20 00,,,Rue Camille Desmoulins 94800 Villejuif,https://www.villejuif.fr/associations,scraped,200
Vie associative,Villejuif,94,yes,villejuif.fr,"prix, capacité",Confirmer prix; Confirmer capacité,01 86 93 31 40; 01 45 59 20 00,,,6 rue Georges Lebigot 94800 Villejuif Localiser sur OpenStreetMap Centre-Sud-Est 01 86 93 31 40,https://www.villejuif.fr/decouvrir-villejuif/vie-associative,scraped,200
"Local de répétition / Location, recherche à Le Kremlin Bicêtre (94270)",Le Kremlin-Bicêtre,94,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue de la Reunion 94270 Le Kremlin-Bicêtre,https://www.spectable.com/le-kremlin-bicetre-94270/petites-annonces/local-de-repetition/n_2648-l_17844.php,fetch_failed,
"Location de salles à Villejuif 94800, France",Villejuif,94,yes,fr.mappy.com,"prix, capacité",Confirmer prix; Confirmer capacité,0760058640,,,Allée des Fleurs 94800 Villejuif,https://fr.mappy.com/activite/location-de-salles/94800-villejuif,scraped,200
9 Studios en Location à Le kremlin,Le Kremlin-Bicêtre,94,no,immobilier.lefigaro.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,9 Rue de la Convention 94270 Le Kremlin-Bicêtre,https://immobilier.lefigaro.fr/annonces/immobilier-location-appartement+studio-le+kremlin+bicetre+94270.html,fetch_failed,
Location de salles au Kremlin Bicêtre (94),Le Kremlin-Bicêtre,94,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue des Martinets 94270 Le Kremlin-Bicêtre,https://www.pagesjaunes.fr/annuaire/le-kremlin-bicetre-94/location-de-salles,fetch_failed,
Cours yoga au Kremlin Bicêtre (94),Le Kremlin-Bicêtre,94,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Place Jean Jaures 94270 Le Kremlin-Bicêtre,https://www.pagesjaunes.fr/annuaire/le-kremlin-bicetre-94/yoga-lecons,fetch_failed,
"Arts Martiaux, Boxe, MMA au Kremlin",Le Kremlin-Bicêtre,94,yes,ville-data.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue des Martinets 94270 Le Kremlin-Bicêtre,https://ville-data.com/salle-de-combat-dojo/Le-Kremlin-Bicetre-94-94043,fetch_failed,
"Local de répétition / Location, recherche à Malakoff (92240)",Malakoff,92,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Avenue du Maréchal Leclerc 92240 Malakoff,https://www.spectable.com/malakoff-92240/petites-annonces/local-de-repetition/n_2648-l_17758.php,fetch_failed,
Location salle de réunion Val-d’Oise(95) : guide + checklist,Val-d'Oise,95,yes,espace-jules-cesar.fr,adresse précise,Confirmer adresse précise,w.lopes@valdoisecommunication.fr; +33184244218; 01 84 24 42 18,145€; 245€ journée; 195€; 345€ journée,8 personnes; 20 personnes; 30 personnes; 6 Personnes,,https://espace-jules-cesar.fr/location-salle-reunion-val-doise-95-guide-checklist,scraped,200
Les Espaces De Creative Valley,Le Kremlin-Bicêtre,94,yes,privateaser.com,prix,Confirmer prix,contact@privateaser.com; 933253b0bf8b494ca325099db2f790a8@o32036.ingest.sentry.io,,50 pers; 50 personnes; 200 pers; 300 pers,Rue des Chalets 94270 Le Kremlin-Bicêtre,https://www.privateaser.com/lieu/9507-les-espaces-de-creative-valley,scraped,200
Agape Movement Studio,Malakoff,92,no,wellnessliving.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.wellnessliving.com/explore/locations/yoga/us-tx-malakoff/agapemovementstudio,fetch_failed,
maison des jeunes et de la culture (mjc),Gentilly,94,yes,annuaire-entreprises.data.gouv.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Allée des Grandes Maisons 94250 Gentilly,https://annuaire-entreprises.data.gouv.fr/entreprise/maison-des-jeunes-et-de-la-culture-mjc-780331450,fetch_failed,
Réservation d'une salle municipale,Châtillon,92,no,ville-chatillon.fr,"prix, capacité",Confirmer prix; Confirmer capacité,adresse@email.fr; 0102030405; 01 42 31 82 31; 01 42 31 81 81,,,25 rue Gabriel Péri : 107m 2 Salle Henri Matisse 13 rue de Bagneux : 106 m 2 Salle de la Folie De,https://www.ville-chatillon.fr/vos-services/vie-associative/reservation-dune-salle-municipale-par-une-association-chatillonnaise,scraped,200
"YOGA CET HIVER, GENTILLY & NICOLET Les sessions ...",Gentilly,94,no,instagram.com,"prix, capacité",Confirmer prix; Confirmer capacité,0156389949; 0627401678; 0280960958; 0289343478; 0404992750,,,994 boulevard du St-Maurice.\n\nAu plaisir de pratiquer avec toi \ud83d\ude4f\ud83c\udffc\n\nNamast\u00e,https://www.instagram.com/p/DTSmg1AgEhi,scraped,200
Location salle Malakoff,Malakoff,92,no,leboncoin.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue Alexis Martin 92240 Malakoff,https://www.leboncoin.fr/ad/locations/3010019425,fetch_failed,
Location de Salles,Le Kremlin-Bicêtre,94,no,consistoire.org,"prix, capacité",Confirmer prix; Confirmer capacité,acikb@wanadoo.fr; 06 62 88 09 86; 06 95 92 20 85,,,Rue des Chalets 94270 Le Kremlin-Bicêtre,https://www.consistoire.org/kremlinbicetre/salle,scraped,200
Gentilly Wellness (@gentillywellness),Gentilly,94,no,facebook.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,0212733848; 0391788200; 0728690136; 0832147598; 0857723951,,,,https://www.facebook.com/gentillywellness,scraped,200
‍♀️ NOUVEL ATELIER YOGA À VILLEJUIF : ÉNERGIE & LÂCHER ...,Villejuif,94,no,facebook.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,0212733848; 0391788200; 0728690136; 0832147598; 0857723951,,,,https://www.facebook.com/groups/villejuifvplus/posts/3709916419159015,scraped,200
Section Yoga de l'USM Malakoff,Malakoff,92,no,usmmalakoff.fr,capacité,Confirmer capacité,yoga.usmm@gmail.com; contact@usmmalakoff.fr,210€; 260€; 340€; 410€,,Rue de la Tour 92240 Malakoff,https://www.usmmalakoff.fr/section-yoga,scraped,200
Danse salles et leçons à Clamart (92),Clamart,92,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Avenue du Petit Clamart 92140 Clamart,https://www.pagesjaunes.fr/annuaire/clamart-92/danse-salles-et-lecons,fetch_failed,
Yoga à Clamart (92),Clamart,92,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Carrefour de Clamart 92140 Clamart,https://www.pagesjaunes.fr/annuaire/clamart-92/yoga,fetch_failed,
Dojo du Centre sportif Maria Brignole de Galliera,Clamart,92,yes,clamart.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue Brignole Galliera 92140 Clamart,https://www.clamart.fr/fr/annuaire-des-lieux-de-l%E2%80%99agenda/dojo-du-centre-sportif-maria-brignole-de-galliera,fetch_failed,
LOCATION DE SALLES MUNICIPALES,Clamart,92,yes,clamart.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.clamart.fr/fr/infos-demarches/location-de-salles-municipales,fetch_failed,
"Studiodiabolo cours de danse, location de salle, le Kremlin",Le Kremlin-Bicêtre,94,no,studiodiabolo.fr,"prix, capacité",Confirmer prix; Confirmer capacité,studio.diabolo@gmail.com; 8c4075d5481d476e945486754f783364@sentry.io; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; 0660520984; 0967741936; 0645161290; 0322580645; 0999999999,,,Rue de la Convention 94270 Le Kremlin-Bicêtre,https://www.studiodiabolo.fr,scraped,200
Maison des Associations De Malakoff,Malakoff,92,no,facebook.com,"prix, capacité",Confirmer prix; Confirmer capacité,0834862003; 0391788200; 0728690136; 0832147598; 0857723951,,,Rue Alexis Martin 92240 Malakoff,https://www.facebook.com/1017494795054667,scraped,200
Maisons Des Associations Clamart,Clamart,92,yes,pagesjaunes.fr,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité,,,,,https://www.pagesjaunes.fr/pros/52108420,fetch_failed,
[PDF] Maison des Associations 13 bis rue de Bièvres 92140 Clamart Tél,Clamart,92,no,clamartaccueil.org,"adresse précise, contact, prix",Confirmer adresse précise; Confirmer contact; Confirmer prix,,,4M2,,http://www.clamartaccueil.org/3s8ym6z59d/wp-content/uploads/Journal-n%C2%B034-Web.pdf,scraped,200
L'accompagnement par la ville,Le Kremlin-Bicêtre,94,no,kremlinbicetre.fr,"prix, capacité",Confirmer prix; Confirmer capacité,associations@ville-kremlin-bicetre.fr; clement.bouchenoire@creditmutuel.fr; 01 49 08 51 42; 01 53 14 76 00; 06 25 52 27 21; 01 45 15 55 55,,,Impasse Emile Zola 94270 Le Kremlin-Bicêtre,https://www.kremlinbicetre.fr/loisirs-sorties/associations/laccompagnement-par-la-ville,scraped,200
Locations salles,Clamart,92,yes,mjcslachatre.jimdofree.com,"prix, capacité",Confirmer prix; Confirmer capacité,02 54 48 08 23,,,Rue des Sablons 92140 Clamart,https://mjcslachatre.jimdofree.com/locations/location-salles,scraped,200
Location de la salle André,Le Kremlin-Bicêtre,94,no,kremlinbicetre.fr,prix,Confirmer prix,associations@ville-kremlin-bicetre.fr; 06 25 52 27 21; 01 45 15 55 55,,380 personnes; 400m²; 180 m²; 90m²,Rue de la Reunion 94270 Le Kremlin-Bicêtre,https://www.kremlinbicetre.fr/a-votre-service/vos-demarches/location-de-la-salle-andre-maigne,scraped,200
Louez une salle pour vos événements dans le val d'Oise,Val-d'Oise,95,yes,bastide95.com,prix,Confirmer prix,reception@bastide95.com; 01 39 32 70 99; 0139327099,,200 personnes; 300 personnes; 100 personnes; 120 personnes,80 rue Pierre Curie 95540 Mery-sur-Oise Facebook-f Instagram Youtube PLAN DE SITE Salle Le Mas Sa,https://www.bastide95.com/location-de-salle-val-d-oise,scraped,200
Location studio Bourg,Bourg-la-Reine,92,no,pap.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue Léon Bloy 92340 Bourg-la-Reine,https://www.pap.fr/annonce/locations-bourg-la-reine-92340-g43284-studio,fetch_failed,
"Local de répétition / Location, recherche à Bourg la Reine (92340)",Bourg-la-Reine,92,yes,spectable.com,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue de la Fontaine Grelot 92340 Bourg-la-Reine,https://www.spectable.com/bourg-la-reine-92340/petites-annonces/local-de-repetition/n_2648-l_17768.php,fetch_failed,
Location de salles à Bourg la Reine (92),Bourg-la-Reine,92,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue de la Fontaine Grelot 92340 Bourg-la-Reine,https://www.pagesjaunes.fr/annuaire/bourg-la-reine-92/location-de-salles,fetch_failed,
complexe sportif de trivaux,Clamart,92,no,sportenfrance.fr,"contact, prix",Confirmer contact; Confirmer prix,,,00 m²,Rue de la Porte de Trivaux 92140 Clamart,https://www.sportenfrance.fr/ile-de-france/hauts-de-seine/clamart/920230009-complexe-sportif-de-trivaux-garenne,scraped,200
GAP Fitness Studios,Malakoff,92,no,leslieefird.com,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,8c4075d5481d476e945486754f783364@sentry.io; d1bbe4458f884c6ba40890087b9ca2f9@sentry.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; 0952380000; 0588235294; 0588235293; 0999999999; 0555555555,,,,https://www.leslieefird.com,scraped,200
Yoga à Bourg la Reine (92),Bourg-la-Reine,92,yes,pagesjaunes.fr,"contact, prix, capacité",Confirmer contact; Confirmer prix; Confirmer capacité,,,,Rue Laurin 92340 Bourg-la-Reine,https://www.pagesjaunes.fr/annuaire/bourg-la-reine-92/yoga,fetch_failed,
Cours de yoga à Bourg,Bourg-la-Reine,92,no,fr.mappy.com,"prix, capacité",Confirmer prix; Confirmer capacité,0790042797,,,Rue des Blagis 92340 Bourg-la-Reine,https://fr.mappy.com/activite/yoga-cours/92340-bourg-la-reine,scraped,200
Location de salles,Châtillon,92,no,ville-chatillon-en-bazois.fr,prix,Confirmer prix,mairie@chatillonenbazois.fr; 03 86 84 14 76,,250 personnes; 50 personnes,6 rue Adrien Laurent,https://www.ville-chatillon-en-bazois.fr/vos-demarches/location-de-salles,scraped,200
Satya Santosha,Bourg-la-Reine,92,yes,bourg-la-reine.fr,capacité,Confirmer capacité,thalie.bezancon@gmail.com; 06 19 55 41 53; 01 79 71 40 00,320 euros; 20 euros; 310 euros; 10 euros,,Bourg-la-Reine,https://www.bourg-la-reine.fr/annuaire/26119/10313-satya-santosha.htm,scraped,200
Contact,Clamart,92,no,yoga-clamart.com,"prix, capacité",Confirmer prix; Confirmer capacité,annemarievholder@gmail.com; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 0494958376; 0833333333; 01.46.38.04.61; 06.18.06.91.65; 07-2918-9924,,,Rue Condorcet 92140 Clamart,https://www.yoga-clamart.com/contact,scraped,200
YOGA Place,Bourg-la-Reine,92,yes,bourg-la-reine.fr,"prix, capacité",Confirmer prix; Confirmer capacité,contact@yogaplace.fr; 06 95 64 81 36; 01 79 71 40 00; 0334900000,,,Place de la Gare 92340 Bourg-la-Reine,https://www.bourg-la-reine.fr/annuaire/548709/10648-yoga-place.htm,scraped,200
"[PDF] késako ? Maison de quartier, centre social, MJC, maison des habitants",Malakoff,92,no,flores-amo.fr,"adresse précise, prix",Confirmer adresse précise; Confirmer prix,013127 0000; 011467 0000; 011689 0000; 011873 0000; 012057 0000,,7M2,,https://flores-amo.fr/maison-des-habitants-kesako/viewpdf,scraped,200
Réserver une salle,Bourg-la-Reine,92,no,bourg-la-reine.fr,"prix, capacité",Confirmer prix; Confirmer capacité,gestiondessalles@bourg-la-reine.fr; 01 79 71 40 60; 01 79 71 40 00,,,6 Boulevard Carnot 92 340 Bourg-la-Reine Tél : 01 79 71 40 00 Horaires Lundi,https://www.bourg-la-reine.fr/10613-reserver-une-salle.htm,scraped,200
Location de salle,Bagneux,92,yes,dojo5.fr,prix,Confirmer prix,location@dojo5.fr; 01 46 34 59 26; 05-2023-11-10; 0146345926,,100 m²; 50 m²,26 rue de Pontoise,https://www.dojo5.fr/location-de-salle,scraped,200
Studios CLIMATISÉS www.paris,Clamart,92,no,facebook.com,"adresse précise, prix",Confirmer adresse précise; Confirmer prix,0834862003; 0391788200; 0728690136; 0832147598; 0857723951,,60m2; 25m2,,https://www.facebook.com/groups/257289725206307/posts/1810201546581776,scraped,200
Les ateliers du CSMC Yoga,Clamart,92,no,clamart-yoga.fr,capacité,Confirmer capacité,csmcyoga92@gmail.com; 06 21 87 27 21,24 euros; 30 euros,,Rue des Coquelicots 92140 Clamart,https://www.clamart-yoga.fr/ateliers-mensuels,scraped,200
LE STUDIO,,92,no,themuselab.fr,capacité,Confirmer capacité,team@themuselab.fr,5€,,"2 avenue des bosquets""",https://themuselab.fr/le-studio/,scraped,200
Exprime'Danse Clamart,Clamart,92,no,sites.google.com,prix,Confirmer prix,0299999993; 0588235294; 0810810810; 0389610389; 0927835051,,80m2; 25 personnes; 40 personnes,Carrefour de Clamart 92140 Clamart,https://sites.google.com/essec.edu/exprime-danse-clamart/nos-salles,scraped,200
SALLE BOULOGNE (92),,92,yes,themuselab.fr,prix,Confirmer prix,team@themuselab.fr,,55m²,"2 avenue des bosquets""",https://themuselab.fr/location-de-salle-boulogne-billancourt-92/,scraped,200
yoga Clamart,Clamart,92,no,myoasso.com,"prix, capacité",Confirmer prix; Confirmer capacité,myoassociation@gmail.com; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 0999999999; 0909090909; 0645161290; 0322580645; 0967741935,,,Carrefour de Clamart 92140 Clamart,https://www.myoasso.com,scraped,200
studio de danse association projet danse Paris 20 et Sceaux,Sceaux,92,no,estellegouyer.wixsite.com,"prix, capacité",Confirmer prix; Confirmer capacité,projetdanse@yahoo.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 0247605124; 0618607100; 0176289999; 06 18 60 71 00; 0531445389,,,"9 rue michel voisin""",https://estellegouyer.wixsite.com/projetdanse/notre-salle-de-danse,scraped,200
SALLE BOULOGNE (92),,92,no,themuselab.fr,capacité,Confirmer capacité,team@themuselab.fr,5€,,"2 avenue des bosquets""",https://themuselab.fr/le-planning-92/,scraped,200
infos et demande location de la salle,,75,no,namasteom.com,"prix, capacité",Confirmer prix; Confirmer capacité,contact@namasteom.com; 03-8037-8510; +33 7 56 90 20 16; 07 56 90 20 16,,,24 rue des Marguettes,https://www.namasteom.com/contact,scraped,200
S'inscrire comme Studio/Enseignant(e),,94,no,yogmee.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,0577978450,,,,https://www.yogmee.fr/referencement-studioenseignante,scraped,200
METTA VILLA,,94,no,yogmee.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité,contact@mettavilla.fr; 0577978450; 0685122381,,,,https://www.yogmee.fr/salles/metta-villa,scraped,200
Salle pour stage en pleine nature au centre Finistère,,94,no,yogmee.fr,adresse précise,Confirmer adresse précise,ronan.guillou@neuf.fr; 0577978450; 0606456345; 06.06.45.63.45,10€ par personne; 100€,80 m2; 8 personnes; 00m2,,https://www.yogmee.fr/salles/salle-pour-stage-en-pleine-nature-au-centre-finistere,scraped,200
Les profs de yoga,,94,no,yogmee.fr,"adresse précise, prix",Confirmer adresse précise; Confirmer prix,0577978450,,10 participants; 8 participants; 6 personnes,,https://www.yogmee.fr/enseignants,scraped,200
Centre de Yoga de 85 m2 - une salle d'accueil et une salle d'enseignement,,94,no,yogmee.fr,prix,Confirmer prix,contact@ekayoga.fr; 0577978450; 0645995562,,85 m2; 00m2,32 rue du général Jean Compans 31500 Toulouse France Caractéristiques Taille(s) 85.00m2 Situation,https://www.yogmee.fr/salles/centre-de-yoga-de-85-m2-une-salle-daccueil-et-une-salle-denseignement,scraped,200
"A'mare Corsica, un havre de paix en Corse pour des retraites de yoga inoubliables",,94,no,yogmee.fr,"adresse précise, prix",Confirmer adresse précise; Confirmer prix,marketing@amarecorsica.com; 0577978450; 0495760613,,000 m²,,https://www.yogmee.fr/salles/amare-corsica-un-havre-de-paix-en-corse-pour-des-retraites-de-yoga-inoubliables,scraped,200
DOMAINE DU PAS DE L ANE,,94,no,yogmee.fr,"adresse précise, prix",Confirmer adresse précise; Confirmer prix,isavolleprince@orange.fr; 0577978450; 0681710247,,11 personnes; 00m2,,https://www.yogmee.fr/salles/domaine-du-pas-de-l-ane,scraped,200
